Time,ueId,assoCell,compCell,reqCount,taskCount,succCount,upWlMea,upWlStd,upWlMin,upWlMax,upWdMea,upWdStd,upWdMin,upWdMax,queMea,queStd,queMin,queMax,compMea, compStd, compMin, compMax,dnWdMea, dnWdStd, dnWdMin, dnWdMax,dnWlMea,dnWlStd, dnWlMin, dnWlMax,e2eMea,e2eStd,e2eMin,e2eMax
1.1,4,2,4,6,5,5,0,0,0,0,0,0,0,0,0,0,0,0,4.166,0,4.166,4.166,5.00116,0,5.00116,5.00116,3.33298,0.296041,3.01698,3.76498,12.5001,0.296041,12.1841,12.9321,
1.1,3,2,2,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,4.166,0,4.166,4.166,0,0,0,0,3.18414,0.242673,2.93414,3.51614,7.35014,0.242673,7.10014,7.68214,
1.2,4,2,4,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,4.166,0,4.166,4.166,5.00116,0,5.00116,5.00116,3.47831,0.351799,3.26898,4.18498,12.6455,0.351799,12.4361,13.3521,
1.2,3,2,2,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,4.166,0,4.166,4.166,0,0,0,0,3.64614,0.201732,3.43814,4.02014,7.81214,0.201732,7.60414,8.18614,
1.3,4,2,4,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,4.166,0,4.166,4.166,5.00116,0,5.00116,5.00116,3.27398,0.0751399,3.18898,3.35898,12.4411,0.0751399,12.3561,12.5261,
1.3,3,2,2,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,4.166,0,4.166,4.166,0,0,0,0,3.52514,0.0751399,3.44014,3.61014,7.69114,0.0751399,7.60614,7.77614,
1.4,4,2,4,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,4.166,0,4.166,4.166,5.00116,0,5.00116,5.00116,3.19464,0.216593,2.94498,3.52698,12.3618,0.216593,12.1121,12.6941,
1.4,3,2,2,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,4.166,0,4.166,4.166,0,0,0,0,3.48747,0.273428,3.19414,3.94614,7.65347,0.273428,7.36014,8.11214,
1.5,4,2,4,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,4.166,0,4.166,4.166,5.00116,0,5.00116,5.00116,3.32364,0.272695,2.94698,3.78098,12.4908,0.272695,12.1141,12.9481,
1.5,3,2,2,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,4.166,0,4.166,4.166,0,0,0,0,3.53314,0.0751399,3.44814,3.61814,7.69914,0.0751399,7.61414,7.78414,
1.6,4,2,4,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,4.166,0,4.166,4.166,5.00116,0,5.00116,5.00116,5.25919,1.06815,3.20098,6.11898,14.4264,1.06815,12.3681,15.2861,
1.6,5,2,4,6,5,5,0,0,0,0,0,0,0,0,0,0,0,0,4.166,0,4.166,4.166,5.00116,0,5.00116,5.00116,5.13298,0.321154,4.68298,5.51698,14.3001,0.321154,13.8501,14.6841,
1.6,8,2,4,6,5,5,0,0,0,0,0,0,0,0,0,0,0,0,4.166,0,4.166,4.166,5.06403,0,5.06403,5.06403,5.55225,0.589632,4.90054,6.20211,14.7823,0.589632,14.1306,15.4321,
1.6,3,2,2,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,4.166,0,4.166,4.166,0,0,0,0,3.23952,0.316219,3.03614,3.87014,7.40552,0.316219,7.20214,8.03614,
1.7,4,2,4,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,4.166,0,4.166,4.166,5.00116,0,5.00116,5.00116,5.67093,0.390748,5.20698,6.38355,14.8381,0.390748,14.3741,15.5507,
1.7,5,2,4,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,4.166,0,4.166,4.166,5.00116,0,5.00116,5.00116,4.68069,0.404449,4.35298,5.43498,13.8479,0.404449,13.5201,14.6021,
1.7,8,2,4,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,4.166,0,4.166,4.166,5.06403,0,5.06403,5.06403,5.64758,0.521914,4.96868,6.47925,14.8776,0.521914,14.1987,15.7093,
1.7,3,2,2,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,4.166,0,4.166,4.166,0,0,0,0,3.33281,0.221275,3.04214,3.70614,7.49881,0.221275,7.20814,7.87214,
1.8,4,2,4,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,4.166,0,4.166,4.166,5.00116,0,5.00116,5.00116,5.90112,0.484858,5.21098,6.62898,15.0683,0.484858,14.3781,15.7961,
1.8,5,2,4,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,4.166,0,4.166,4.166,5.00116,0,5.00116,5.00116,4.55969,0.546325,3.94098,5.15326,13.7269,0.546325,13.1081,14.3204,
1.8,8,2,4,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,4.166,0,4.166,4.166,5.06403,0,5.06403,5.06403,5.44325,0.683202,4.88868,6.37611,14.6733,0.683202,14.1187,15.6061,
1.8,3,2,2,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,4.166,0,4.166,4.166,0,0,0,0,3.37847,0.174105,3.21214,3.71014,7.54447,0.174105,7.37814,7.87614,
1.9,4,2,4,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,4.166,0,4.166,4.166,5.00116,0,5.00116,5.00116,5.94679,0.635934,5.21298,6.96498,15.1139,0.635934,14.3801,16.1321,
1.9,5,2,4,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,4.166,0,4.166,4.166,5.00116,0,5.00116,5.00116,4.56072,0.432977,4.02698,5.19498,13.7279,0.432977,13.1941,14.3621,
1.9,8,2,4,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,4.166,0,4.166,4.166,5.06403,0,5.06403,5.06403,5.47701,0.73397,4.89268,6.56068,14.707,0.73397,14.1227,15.7907,
1.9,3,2,2,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,4.166,0,4.166,4.166,0,0,0,0,3.29914,0.0751399,3.21414,3.38414,7.46514,0.0751399,7.38014,7.55014,
2,4,2,4,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,4.166,0,4.166,4.166,5.00116,0,5.00116,5.00116,6.08174,0.73142,5.46898,7.39555,15.2489,0.73142,14.6361,16.5627,
2,5,2,4,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,4.166,0,4.166,4.166,5.00116,0,5.00116,5.00116,4.74031,0.554223,4.28298,5.69698,13.9075,0.554223,13.4501,14.8641,
2,8,2,4,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,4.166,0,4.166,4.166,5.06403,0,5.06403,5.06403,6.20125,0.783494,5.39868,7.24125,15.4313,0.783494,14.6287,16.4713,
2,3,2,2,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,4.166,0,4.166,4.166,0,0,0,0,3.30314,0.0751399,3.21814,3.38814,7.46914,0.0751399,7.38414,7.55414,
2.1,7,2,3,6,5,2,0,0,0,0,0,0,0,0,0,0,0,0,4.166,0,4.166,4.166,5.00116,0,5.00116,5.00116,7.30441,0.695674,6.51698,8.02755,16.4716,0.695674,15.6841,17.1947,
2.1,4,2,4,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,4.166,0,4.166,4.166,5.00116,0,5.00116,5.00116,5.8655,0.428108,5.47098,6.49612,15.0327,0.428108,14.6381,15.6633,
2.1,5,2,4,6,6,5,0,0,0,0,0,0,0,0,0,0,0,0,4.166,0,4.166,4.166,5.00116,0,5.00116,5.00116,5.75324,1.18766,4.89212,8.06541,14.9204,1.18766,14.0593,17.2326,
2.1,8,2,4,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,4.166,0,4.166,4.166,5.06403,0,5.06403,5.06403,5.78263,0.41485,5.40068,6.30611,15.0127,0.41485,14.6307,15.5361,
2.1,9,2,4,6,5,2,0,0,0,0,0,0,0,0,0,0,0,0,4.166,0,4.166,4.166,5.00221,0,5.00221,5.00221,7.32479,0.839331,6.37307,8.09793,16.493,0.839331,15.5413,17.2661,
